title,price,location,society,bedrooms,bathrooms,size,rating,url,contact_info,description,listing_date,source_file
4 MARLA HOUSE FOR SALE,PKR 1.15 Crore,"Model City 1, Canal Road",Canal Road,3,4,4 Marla,N/A,https://www.zameen.com/Property/canal_road_model_city_1_4_marla_house_for_sale-53124687-8590-1.html,"Phone Available, WhatsApp Available, Email Available",This House is ideally located in Mo,Added: 5 days ago,house-714.html
4 Marla Brand New House For Sale in Eden Executive Block,PKR 1.7 Crore,"Eden Executive, Eden Gardens",Eden Gardens,3,4,4 Marla,N/A,https://www.zameen.com/Property/eden_gardens_eden_executive_4_marla_brand_new_house_for_sale_in_eden_executive_block-53006114-10765-1.html,"Phone Available, WhatsApp Available, Email Available",4 Marla Brand New Luxury House For,Added: 5 days ago,house-715.html
10 Marla Double Storey House For Sale in Officer Colony Madina Town,PKR 4 Crore,"Madina Town, Faisalabad",Faisalabad,5,6,10 Marla,N/A,https://www.zameen.com/Property/faisalabad_madina_town_10_marla_double_storey_house_for_sale_in_officer_colony_madina_town-53102224-533-1.html,"Phone Available, WhatsApp Available, Email Available",10 Marla Double Story House For Sal,Added: 5 days ago,house-716.html
Khayaban Garden 6.5 Marla Beautiful Complete Double Storey House For Sale,PKR 2.65 Crore,"Khayaban Gardens, Faisalabad",Faisalabad,4,4,6.5 Marla,N/A,https://www.zameen.com/Property/faisalabad_khayaban_gardens_khayaban_garden_6_5_marla_beautiful_complete_double_storey_house_for_sale-52976274-4981-1.html,"Phone Available, WhatsApp Available, Email Available",6.5 Marla Beautiful Complete Double,Added: 6 days ago,house-717.html
5 Marla Luxurious Furnished House Available For Sale,PKR 2.25 Crore,"Model City 1 - Block C, Model City 1",Model City 1,3,4,5 Marla,N/A,https://www.zameen.com/Property/model_city_1_model_city_1_-_block_c_5_marla_luxurious_furnished_house_available_for_sale-52179367-21122-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla Luxurious Furnished House A,Added: 6 days ago,house-718.html
10 Marla House Available For Sale,PKR 2.6 Crore,"Younas Town, Faisalabad",Faisalabad,N/A,N/A,10 Marla,N/A,https://www.zameen.com/Property/faisalabad_younas_town_10_marla_house_available_for_sale-52739037-5085-1.html,"Phone Available, WhatsApp Available, Email Available","10 Marla
Front 31.5 Feet
Back 87 Fe",Added: 6 days ago,house-719.html
A Stunning House Is Up For Grabs In Eden Valley,PKR 2.7 Crore,"Eden Valley, Faisalabad",Faisalabad,N/A,N/A,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_valley_a_stunning_house_is_up_for_grabs_in_eden_valley-53131107-8917-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla units don't become availabl,Added: 1 day ago,house-72.html
EXECUTIVE 1 KANAL FULL FURNISHED HOUSE FOR SALE IN SITARA VILLAS MAIN EXPRESSWAY FAISALABAD,PKR 15 Crore,"Sitara Villas, Faisalabad",Faisalabad,4,4,1 Kanal,N/A,https://www.zameen.com/Property/faisalabad_sitara_villas_executive_1_kanal_full_furnished_house_for_sale_in_sitara_villas_main_expressway_faisalabad-52384358-11131-1.html,"Phone Available, WhatsApp Available, Email Available",1 Kanal House For Sale Sitara Villa,Added: 6 days ago,house-720.html
1 KANAL PRIME LOCATION HOUSE FOR SALE IN LAWYER HOUSING SOCIETY FAISALABAD CANAL EXPRESSWAY,PKR 6 Crore,"Lawyers Housing Society, Faisalabad",Faisalabad,5,7,1 Kanal,N/A,https://www.zameen.com/Property/faisalabad_lawyers_housing_society_1_kanal_prime_location_house_for_sale_in_lawyer_housing_society_faisalabad_canal_expressway-52384436-11065-1.html,"Phone Available, WhatsApp Available, Email Available",1 Kanal House For Sale Lawyer Housi,Added: 6 days ago,house-721.html
3.3 Marla 2 Story Brand New House For Sale In Prime City Satyana Road Faisalabad  Solid Construction Wooden Door Tiles Work,PKR 1.1 Crore,"Satiana Road, Faisalabad",Faisalabad,4,4,3 Marla,N/A,https://www.zameen.com/Property/faisalabad_satiana_road_3_3_marla_2_story_brand_new_house_for_sale_in_prime_city_satyana_road_faisalabad_solid_construction_wooden_door_tiles_work-53118346-534-1.html,"Phone Available, WhatsApp Available, Email Available",3.3 Marla 2 Story Brand New Luxury,Added: 1 week ago,house-722.html
Spacious 15X45 Beautiful Home! Ready for Possession near Gulberg Faisalabad.,PKR 85 Lakh,"Afghanabad 1, Afghanabad",Afghanabad,2,2,3 Marla,N/A,https://www.zameen.com/Property/afghanabad_afghanabad_1_spacious_15x45_beautiful_home_ready_for_possession_near_gulberg_faisalabad-53115647-14423-1.html,"Phone Available, Email Available","Strong built house with base 13"" wa",Added: 6 days ago,house-723.html
House For Sale,PKR 1.3 Crore,"Sitara Gold City, Satiana Road",Satiana Road,5,5,3 Marla,N/A,https://www.zameen.com/Property/satiana_road_sitara_gold_city_house_for_sale-53124349-10822-1.html,"Phone Available, WhatsApp Available, Email Available",3.5 Marla House for Sale stara gold,Added: 5 days ago,house-724.html
Reserve A Centrally Located House In Gulberg Valley,PKR 95 Lakh,"Gulberg Valley, Faisalabad",Faisalabad,5,4,3 Marla,N/A,https://www.zameen.com/Property/faisalabad_gulberg_valley_reserve_a_centrally_located_house_in_gulberg_valley-53124343-10823-1.html,"Phone Available, WhatsApp Available, Email Available","5 Bed House For Sale
 
Gulbarg Valk",Added: 5 days ago,house-725.html
"**10 Marla House for Sale Citi Housing Faisalabad (Block 273,D)**",PKR 3.15 Crore,"Citi Housing Sargodha Road - Block D, Citi Housing Sargodha Road",Citi Housing Sargodha Road,6,5,10 Marla,N/A,https://www.zameen.com/Property/citi_housing_sargodha_road_citi_housing_sargodha_road_-_block_d_10_marla_house_for_sale_citi_housing_faisalabad_block_273_d-53120359-18976-1.html,"Phone Available, WhatsApp Available, Email Available",**10 Marla House for Sale Citi Hous,Added: 6 days ago,house-726.html
7 Marla Beautiful Location House Available For Sale,PKR 4.5 Crore,"D Ground, Faisalabad",Faisalabad,4,5,7 Marla,N/A,https://www.zameen.com/Property/faisalabad_d_ground_7_marla_beautiful_location_house_available_for_sale-52679544-537-1.html,"Phone Available, WhatsApp Available, Email Available",7 marla beautiful location house av,Added: 6 days ago,house-727.html
LUXURY 5 MARLA MAGNIFICENT HOUSE FOR SALE IN CANAL GARDEN CANAL ROAD,PKR 2.5 Crore,"Canal Garden, Faisalabad",Faisalabad,4,4,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_canal_garden_luxury_5_marla_magnificent_house_for_sale_in_canal_garden_canal_road-52905384-8588-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla House For Sale Canal Garden,Added: 6 days ago,house-728.html
5 Marla Brand New Furnished House For Sale,PKR 1.55 Crore,"Sitara Gold City, Satiana Road",Satiana Road,3,4,4 Marla,N/A,https://www.zameen.com/Property/satiana_road_sitara_gold_city_5_marla_brand_new_furnished_house_for_sale-52114654-10822-1.html,"Phone Available, WhatsApp Available, Email Available","Brand new Furnished House 
5 marla",Added: 5 days ago,house-729.html
1 Kanal Brand New House For Sale Wapda City,PKR 11 Crore,"Wapda City - Block G, Wapda City",Wapda City,5,6,1 Kanal,N/A,https://www.zameen.com/Property/wapda_city_wapda_city_-_block_g_1_kanal_brand_new_house_for_sale_wapda_city-52796113-5072-1.html,"Phone Available, WhatsApp Available, Email Available",Your property search ends right her,Added: 2 days ago,house-73.html
1 Kanal House For Sale In Tech Town Satiana Road,PKR 3.99 Crore,"TECH Town Phase 1 - Block D, TECH Town - Phase 1",TECH Town - Phase 1,8,6,1 Kanal,N/A,https://www.zameen.com/Property/tech_town_phase_1_tech_town_phase_1_-_block_d_1_kanal_house_for_sale_in_tech_town_satiana_road-52114651-20130-1.html,"Phone Available, WhatsApp Available, Email Available","Basement 
 5 Marla Hall including c",Added: 5 days ago,house-730.html
3 Marla House For Sale,PKR 82 Lakh,"Al Barkat Villas, Faisalabad",Faisalabad,3,3,3 Marla,N/A,https://www.zameen.com/Property/faisalabad_al_barkat_villas_3_marla_house_for_sale-52114677-9527-1.html,"Phone Available, WhatsApp Available, Email Available","Gas Electricity Available
Opposite",Added: 5 days ago,house-731.html
Brand New 7 Marla Double Heighted Double Storey House For Sale Eden Orchard Near Park Masjid Near to Main Gate,PKR 3.15 Crore,"Eden Orchard, Faisalabad",Faisalabad,4,5,7 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_brand_new_7_marla_double_heighted_double_storey_house_for_sale_eden_orchard_near_park_masjid_near_to_main_gate-53122925-11162-1.html,"Phone Available, WhatsApp Available, Email Available","7 marla House for sale 
 Eden Orcha",Added: 5 days ago,house-732.html
House Sized 4 Marla Available In Sitara Park City,PKR 1.45 Crore,"Sitara Park City, Jaranwala Road",Jaranwala Road,4,N/A,4 Marla,N/A,https://www.zameen.com/Property/jaranwala_road_sitara_park_city_house_sized_4_marla_available_in_sitara_park_city-53078296-12464-1.html,"Phone Available, WhatsApp Available, Email Available",4 Marla Double Story House A-Block,Added: 5 days ago,house-733.html
2.5 Marla Brand New House,PKR 1.05 Crore,"Sitara Park City, Jaranwala Road",Jaranwala Road,3,4,2.5 Marla,N/A,https://www.zameen.com/Property/jaranwala_road_sitara_park_city_2_5_marla_brand_new_house-53078307-12464-1.html,"Phone Available, WhatsApp Available, Email Available",2.50 Marla Double Story Brand New H,Added: 5 days ago,house-734.html
Khayaban Garden 11 Marla Single Story House For Sale ideal Location Bijli Gas Meter Available,PKR 2.85 Crore,"Khayaban Gardens, Faisalabad",Faisalabad,3,3,11 Marla,N/A,https://www.zameen.com/Property/faisalabad_khayaban_gardens_khayaban_garden_11_marla_single_story_house_for_sale_ideal_location_bijli_gas_meter_available-52996176-4981-1.html,"Phone Available, WhatsApp Available, Email Available","3 Bed Room with attach washroom
 Si",Added: 6 days ago,house-735.html
Brand New Beautiful Luxurious House For Sale,PKR 5.9 Crore,"Divine Enclave, Canal Road",Canal Road,5,6,10 Marla,N/A,https://www.zameen.com/Property/canal_road_divine_enclave_brand_new_beautiful_luxurious_house_for_sale-52946313-21698-1.html,"Phone Available, WhatsApp Available, Email Available",It's a good idea to invest in prope,Added: 6 days ago,house-736.html
BRAND NEW 1 KANAL GRAY STRUCTURE HOUSE FOR SALE IN PARADISE VALLEY FAISALABAD,PKR 6.5 Crore,"Paradise Valley, Faisalabad",Faisalabad,6,6,1 Kanal,N/A,https://www.zameen.com/Property/faisalabad_paradise_valley_brand_new_1_kanal_gray_structure_house_for_sale_in_paradise_valley_faisalabad-52154637-5016-1.html,"Phone Available, WhatsApp Available, Email Available",1 Kanal House For Sale Paradise Val,Added: 6 days ago,house-737.html
5 Marla Brand New House For Sale In Canal Villas Faisalabad,PKR 3 Crore,"Canal Villas, Canal Expressway",Canal Expressway,4,3,5 Marla,N/A,https://www.zameen.com/Property/canal_expressway_canal_villas_5_marla_brand_new_house_for_sale_in_canal_villas_faisalabad-52905387-12783-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla Brand New House For Sale Ca,Added: 6 days ago,house-738.html
One Kanal Luxurious Furnished House For Sale In WAPDA City Faisalabad,PKR 11 Crore,"Wapda City - Block G, Wapda City",Wapda City,N/A,N/A,1 Kanal,Titanium,https://www.zameen.com/Property/wapda_city_wapda_city_-_block_g_one_kanal_luxurious_furnished_house_for_sale_in_wapda_city_faisalabad-52937407-5072-1.html,"Phone Available, WhatsApp Available, Email Available",One Kanal Luxurious House for Sale,Added: 6 days ago,house-739.html
10 Marla Brand New House For Sale Wapda City,PKR 4.15 Crore,"Wapda City - Block M, Wapda City",Wapda City,5,6,10 Marla,N/A,https://www.zameen.com/Property/wapda_city_wapda_city_-_block_m_10_marla_brand_new_house_for_sale_wapda_city-52795045-5077-1.html,"Phone Available, WhatsApp Available, Email Available",A price of PKR Rs. 41500000 is quit,Added: 2 days ago,house-74.html
5 Marla Brand New House For Sale In Eden Orchard Sargodha Road Faisalabad,PKR 2.35 Crore,"Eden Orchard, Faisalabad",Faisalabad,3,4,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_5_marla_brand_new_house_for_sale_in_eden_orchard_sargodha_road_faisalabad-53118258-11162-1.html,"Phone Available, WhatsApp Available, Email Available","5 marla house For sale 
 3 bedrooms",Added: 1 week ago,house-740.html
5 Marla Beautiful & Lavish House For Sale,PKR 2.5 Crore,"Eden Valley, Faisalabad",Faisalabad,3,4,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_valley_5_marla_beautiful_lavish_house_for_sale-53101986-8917-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla Brand New Luxury House For,Added: 1 week ago,house-741.html
Corner Single Storey 10.5 Marla New House,PKR 2.65 Crore,"Chenab Gardens, Faisalabad",Faisalabad,3,3,10.5 Marla,N/A,https://www.zameen.com/Property/faisalabad_chenab_gardens_corner_single_storey_10_5_marla_new_house-53111125-4916-1.html,"Phone Available, Email Available",10.5 Marla single story New house a,Added: 1 week ago,house-742.html
5 Marla New Brand Double Storey House Eden Orchard Sargodha Road Faisalabad,PKR 2.4 Crore,"Eden Orchard, Faisalabad",Faisalabad,3,4,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_5_marla_new_brand_double_storey_house_eden_orchard_sargodha_road_faisalabad-53087826-11162-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla New Brand Double Storey Hou,Added: 1 week ago,house-743.html
Park Face Stylish Brand New House Available for Sale,PKR 2.05 Crore,"Model City 1, Canal Road",Canal Road,4,5,5 Marla,N/A,https://www.zameen.com/Property/canal_road_model_city_1_park_face_stylish_brand_new_house_available_for_sale-53017725-8590-1.html,"Phone Available, WhatsApp Available, Email Available","Model City Canal Road
 Stylish Bran",Added: 1 week ago,house-744.html
5 Marla Brand New House For Sale in Eden Orchard Sarghodha Road Fsd,PKR 2.25 Crore,"Eden Orchard, Faisalabad",Faisalabad,3,4,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_5_marla_brand_new_house_for_sale_in_eden_orchard_sarghodha_road_fsd-52842275-11162-1.html,"Phone Available, WhatsApp Available, Email Available","5 marla house For sale 
3 bedrooms",Added: 1 week ago,house-745.html
7 Marla Brand New East Open House For Sale In Eden Orchard Sargodha Road Faisalabad,PKR 2.9 Crore,"Eden Orchard, Faisalabad",Faisalabad,4,5,7 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_7_marla_brand_new_east_open_house_for_sale_in_eden_orchard_sargodha_road_faisalabad-52341152-11162-1.html,"Phone Available, WhatsApp Available, Email Available","7 Marla Brand New House 
East open",Added: 1 week ago,house-746.html
7 Marla House For Sale In Eden Orchard Near Lasani Puli Sarghodha Road Faisalabad,PKR 2.75 Crore,"Eden Orchard, Faisalabad",Faisalabad,4,5,7 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_7_marla_house_for_sale_in_eden_orchard_near_lasani_puli_sarghodha_road_faisalabad-52184551-11162-1.html,"Phone Available, WhatsApp Available, Email Available","7 Marla New House 
4 Bedrooms With",Added: 1 week ago,house-747.html
5 Marla Brand New House For Sale In Eden Orchard Sarghodha Road Faisalabad,PKR 2.1 Crore,"Eden Orchard, Faisalabad",Faisalabad,3,4,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_5_marla_brand_new_house_for_sale_in_eden_orchard_sarghodha_road_faisalabad-52184525-11162-1.html,"Phone Available, WhatsApp Available, Email Available","5 Marla Brand New House For Sale
3",Added: 1 week ago,house-748.html
5 Marla Brand New House For Sale In Eden Orchard Sarghodha Road Fsd,PKR 2.1 Crore,"Eden Orchard, Faisalabad",Faisalabad,3,4,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_5_marla_brand_new_house_for_sale_in_eden_orchard_sarghodha_road_fsd-52842309-11162-1.html,"Phone Available, WhatsApp Available, Email Available","5 Marla Brand New House 
 3 bedroom",Added: 1 week ago,house-749.html
1 Kanal Corner Brand New House For Sale Wapda City,PKR 7 Crore,"Wapda City - Block F, Wapda City",Wapda City,6,6,1.1 Kanal,N/A,https://www.zameen.com/Property/wapda_city_wapda_city_-_block_f_1_kanal_corner_brand_new_house_for_sale_wapda_city-52815548-5071-1.html,"Phone Available, WhatsApp Available, Email Available",22 Marla Corner Brand New House ava,Added: 2 days ago,house-75.html
5 Marla Brand New Luxury Double Hight Furnished House For Sale In Eden Orchard Sargodha Road,PKR 2.5 Crore,"Eden Orchard, Faisalabad",Faisalabad,3,4,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_5_marla_brand_new_luxury_double_hight_furnished_house_for_sale_in_eden_orchard_sargodha_road-52848350-11162-1.html,"Phone Available, WhatsApp Available, Email Available","5 Marla Brand New Luxury
 Double Hi",Added: 1 week ago,house-750.html
Luxury Newly Construct House Available For Sale,PKR 7 Crore,"Divine Enclave, Canal Road",Canal Road,5,6,12 Marla,N/A,https://www.zameen.com/Property/canal_road_divine_enclave_luxury_newly_construct_house_available_for_sale-53049216-21698-1.html,"Phone Available, WhatsApp Available, Email Available",partly furnished house with luxury,Added: 1 week ago,house-751.html
Luxury House For Sell People's Colony Fsd,PKR 10 Crore,"Peoples Colony - Block D, Peoples Colony No 1",Peoples Colony No 1,7,7,18 Marla,N/A,https://www.zameen.com/Property/peoples_colony_no_1_peoples_colony_-_block_d_luxury_house_for_sell_people_s_colony_fsd-52955572-11505-1.html,"Phone Available, WhatsApp Available, Email Available","Beutifull lawn 
Gerrage
Gas yes 
El",Added: 1 week ago,house-752.html
House For Sale civil Lines Fsd,PKR 45 Lakh,"Civil Lines, Faisalabad",Faisalabad,4,2,2.5 Marla,N/A,https://www.zameen.com/Property/faisalabad_civil_lines_house_for_sale_civil_lines_fsd-53007385-652-1.html,"Phone Available, WhatsApp Available, Email Available","2.5 marla 
 Double storey 
 2 elect",Added: 1 week ago,house-753.html
8.5 Marla 2 Storey Grey Structure House For Sale In Khyban E Green Satyana Road Faisalabad  Solid Construction,PKR 1.58 Crore,"Satiana Road, Faisalabad",Faisalabad,5,6,8.5 Marla,N/A,https://www.zameen.com/Property/faisalabad_satiana_road_8_5_marla_2_storey_grey_structure_house_for_sale_in_khyban_e_green_satyana_road_faisalabad_solid_construction-52472259-534-1.html,"Phone Available, WhatsApp Available, Email Available",8.5 Marla 2 Story Gery Structure Ho,Added: 1 week ago,house-754.html
2.3 Marla 2 Storey House For Sale In Khyaban Green Satiana Road Faisalabad,PKR 90 Lakh,"Satiana Road, Faisalabad",Faisalabad,3,3,2.3 Marla,N/A,https://www.zameen.com/Property/faisalabad_satiana_road_2_3_marla_2_storey_house_for_sale_in_khyaban_green_satiana_road_faisalabad-52180354-534-1.html,"Phone Available, WhatsApp Available, Email Available",Solid Construction Near To Main Sat,Added: 1 week ago,house-755.html
5 Marla House For Sale,PKR 1.95 Crore,"Eden Orchard, Faisalabad",Faisalabad,3,4,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_5_marla_house_for_sale-52708512-11162-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla House For Sale At Eden Orch,Added: 1 week ago,house-756.html
6 Marla House For Sale In Khayaban Gardens,PKR 2.3 Crore,"Khayaban Gardens, Faisalabad",Faisalabad,5,5,6 Marla,N/A,https://www.zameen.com/Property/faisalabad_khayaban_gardens_6_marla_house_for_sale_in_khayaban_gardens-52571527-4981-1.html,"Phone Available, WhatsApp Available, Email Available","6 Marla House korner 
5 Bedrooms At",Added: 1 week ago,house-757.html
5.65 Marla House For Sale In Khayaban Gardens Sarghodha Road Fsd,PKR 2.6 Crore,"Khayaban Gardens, Faisalabad",Faisalabad,4,5,5.6 Marla,N/A,https://www.zameen.com/Property/faisalabad_khayaban_gardens_5_65_marla_house_for_sale_in_khayaban_gardens_sarghodha_road_fsd-52213756-4981-1.html,"Phone Available, WhatsApp Available, Email Available",5.65 Marla house for sale in khayab,Added: 1 week ago,house-758.html
"2-Kanal Old House Located On The Main Road In A Block, Ghulam Muhammad Abad, Close To Civil Hospital. Price Is Negotiable",PKR 20 Crore,"Ghulam Mohammad Abad, Faisalabad",Faisalabad,N/A,N/A,2 Kanal,Titanium,https://www.zameen.com/Property/faisalabad_ghulam_mohammad_abad_2-kanal_old_house_located_on_the_main_road_in_a_block_ghulam_muhammad_abad_close_to_civil_hospital_price_is_negotiable-52088468-1354-1.html,"Phone Available, WhatsApp Available, Email Available",This 2-kanal Old Building is locate,Added: 1 week ago,house-759.html
A Near to Park 15 Marla House Has Landed On Market In Wapda City - Block D Of Faisalabad,PKR 5 Crore,"Wapda City - Block D, Wapda City",Wapda City,N/A,N/A,15 Marla,N/A,https://www.zameen.com/Property/wapda_city_wapda_city_-_block_d_a_near_to_park_15_marla_house_has_landed_on_market_in_wapda_city_-_block_d_of_faisalabad-53022768-5069-1.html,"Phone Available, WhatsApp Available, Email Available",You can make changes as per your li,Added: 1 week ago,house-76.html
2.25 Marla 2 Storey House For Sale In Gulberg Velly Lower Canal Road Faisalabad,PKR 80 Lakh,"Gulberg Valley, Faisalabad",Faisalabad,3,4,2 Marla,N/A,https://www.zameen.com/Property/faisalabad_gulberg_valley_2_25_marla_2_storey_house_for_sale_in_gulberg_velly_lower_canal_road_faisalabad-53041431-10823-1.html,"Phone Available, WhatsApp Available, Email Available",2.25 Marla 2 story House for sale i,Added: 1 week ago,house-760.html
EXECUTIVE 44 Marla GRAY STRUCTURE HOUSE FOR SALE IN SITARA VILLAS MAIN EXPRESSWAY FAISALABAD,PKR 15 Crore,"Sitara Villas, Faisalabad",Faisalabad,6,6,2.2 Kanal,N/A,https://www.zameen.com/Property/faisalabad_sitara_villas_executive_44_marla_gray_structure_house_for_sale_in_sitara_villas_main_expressway_faisalabad-52412201-11131-1.html,"Phone Available, WhatsApp Available, Email Available",44 Marla GRAY STRUCTURE House For S,Added: 1 week ago,house-761.html
EXECUTIVE CORNER 10 MARLA HOUSE FOR SALE IN TECH TOWN CANAL ROAD FAISALABAD,PKR 4.3 Crore,"Tech Town Canal Road, Canal Road",Canal Road,5,5,10 Marla,N/A,https://www.zameen.com/Property/canal_road_tech_town_canal_road_executive_corner_10_marla_house_for_sale_in_tech_town_canal_road_faisalabad-52443754-13586-1.html,"Phone Available, WhatsApp Available, Email Available",10 Marla Corner House For Sale Tech,Added: 1 week ago,house-762.html
EXECUTIVE 57 MARLA FULL FURNISHED HOUSE FOR SALE IN NEW GREEN TOWN CANAL ROAD NEAR LAYLLPUR GALLERIA,PKR 17 Crore,"Canal Road, Faisalabad",Faisalabad,8,7,2.8 Kanal,N/A,https://www.zameen.com/Property/faisalabad_canal_road_executive_57_marla_full_furnished_house_for_sale_in_new_green_town_canal_road_near_layllpur_galleria-52774498-1140-1.html,"Phone Available, WhatsApp Available, Email Available",57 Marla Brand New House For Sale N,Added: 1 week ago,house-763.html
HOT LOCATION 9 MARLA HOUSE FOR SALE IN EXECUTIVE SOCIETY CANAL VILLAS CANAL ROAD,PKR 4.5 Crore,"Canal Villas, Canal Expressway",Canal Expressway,5,5,9 Marla,N/A,https://www.zameen.com/Property/canal_expressway_canal_villas_hot_location_9_marla_house_for_sale_in_executive_society_canal_villas_canal_road-52818039-12783-1.html,"Phone Available, WhatsApp Available, Email Available",9 Marla Brand New House For Sale Ca,Added: 1 week ago,house-764.html
5 MARLA BRAND NEW HOUSE FOR SALE ABDULLAH GARDENS CANAL ROAD FAISALABAD,PKR 3.25 Crore,"Abdullah Gardens, East Canal Road",East Canal Road,4,4,5 Marla,N/A,https://www.zameen.com/Property/east_canal_road_abdullah_gardens_5_marla_brand_new_house_for_sale_abdullah_gardens_canal_road_faisalabad-52929169-4890-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla House For Sale Abdullah Gar,Added: 1 week ago,house-765.html
Newly build house,PKR 3.5 Crore,"Citi Housing Sargodha Road, Citi Housing",Citi Housing,5,6,10 Marla,N/A,https://www.zameen.com/Property/citi_housing_citi_housing_sargodha_road_newly_build_house-53067233-11229-1.html,"Phone Available, Email Available",newly build 10 marla house with A+,Added: 1 week ago,house-766.html
7 Marla Luxury House For Sale,PKR 3.75 Crore,"Model City 1, Canal Road",Canal Road,5,5,7 Marla,N/A,https://www.zameen.com/Property/canal_road_model_city_1_7_marla_luxury_house_for_sale-53055268-8590-1.html,"Phone Available, WhatsApp Available, Email Available",newly construct modern house availa,Added: 1 week ago,house-767.html
30 MARLA LUXURY BRAND NEW BASEMENT HOUSE FOR SALE ABDULLAH GARDENS CANAL ROAD FAISALABAD,PKR 16 Crore,"Abdullah Gardens, East Canal Road",East Canal Road,5,5,1.5 Kanal,N/A,https://www.zameen.com/Property/east_canal_road_abdullah_gardens_30_marla_luxury_brand_new_basement_house_for_sale_abdullah_gardens_canal_road_faisalabad-52154092-4890-1.html,"Phone Available, WhatsApp Available, Email Available",30 Marla House For Sale Abdullah Ga,Added: 1 week ago,house-768.html
BRAND NEW EAST OPEN LUXURY 10 MARLA MAGNIFICENT HOUSE FOR SALE IN CANAL GARDEN,PKR 2.4 Crore,"Canal Garden, Faisalabad",Faisalabad,3,3,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_canal_garden_brand_new_east_open_luxury_10_marla_magnificent_house_for_sale_in_canal_garden-52452373-8588-1.html,"Phone Available, WhatsApp Available, Email Available",4.6 Marla House For Sale Canal Gard,Added: 1 week ago,house-769.html
"5 Marla House For Sale In Citi Housing Samundari Road, Faisalabad",PKR 1.35 Crore,"Citi Housing Phase 2 Sargodha Road, Citi Housing",Citi Housing,4,4,5 Marla,N/A,https://www.zameen.com/Property/citi_housing_citi_housing_phase_2_sargodha_road_5_marla_house_for_sale_in_citi_housing_samundari_road_faisalabad-53046284-20510-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla House for Sale in Citi Hous,Added: 1 week ago,house-77.html
Very Modern And Beautiful House Canal Road,PKR 5.7 Crore,"Canal Road, Faisalabad",Faisalabad,5,6,10 Marla,Titanium,https://www.zameen.com/Property/faisalabad_canal_road_very_modern_and_beautiful_house_canal_road-52871015-1140-1.html,"Phone Available, WhatsApp Available, Email Available",If you are looking to buy a propert,Added: 1 week ago,house-770.html
Prime Location House In Citi Housing Phase 2 Samundri Road Sized 10 Marla Is Available,PKR 3.25 Crore,"Citi Housing Samundri Road, Citi Housing",Citi Housing,5,6,10 Marla,N/A,https://www.zameen.com/Property/citi_housing_citi_housing_samundri_road_prime_location_house_in_citi_housing_phase_2_samundri_road_sized_10_marla_is_available-53003723-11230-1.html,"Phone Available, WhatsApp Available, Email Available",Here is the perfect House you can f,Added: 1 week ago,house-771.html
5 Marla Brand New House For Sale In City Housing Main Samundari Road Faisalabad,PKR 1.5 Crore,"Citi Housing, Faisalabad",Faisalabad,4,4,5 Marla,Titanium,https://www.zameen.com/Property/faisalabad_citi_housing_5_marla_brand_new_house_for_sale_in_city_housing_main_samundari_road_faisalabad-53097379-8358-1.html,"Phone Available, WhatsApp Available, Email Available","City Housing Samundari Road, Faisal",Added: 1 week ago,house-772.html
5 Marla Lavish House For Sale In City Housing Samundari Road Faisalabad,PKR 1.6 Crore,"Samundari Road, Faisalabad",Faisalabad,4,4,5 Marla,Titanium,https://www.zameen.com/Property/faisalabad_samundari_road_5_marla_lavish_house_for_sale_in_city_housing_samundari_road_faisalabad-53097449-1080-1.html,"Phone Available, WhatsApp Available, Email Available","City Housing Samundari Road, Faisal",Added: 1 week ago,house-773.html
5 Marla Brand New Lavish House Available For Sale In Different Main Samundari Road Faisalabad,PKR 2.6 Crore,"Oasis Orchard, Samundari Road",Samundari Road,4,5,5 Marla,Titanium,https://www.zameen.com/Property/samundari_road_oasis_orchard_5_marla_brand_new_lavish_house_available_for_sale_in_different_main_samundari_road_faisalabad-53097458-17896-1.html,"Phone Available, WhatsApp Available, Email Available","""Sitara Gold City"" Fish Form Satian",Added: 1 week ago,house-774.html
